,Species,gene,dN,dS,dN/dS
3618,Equus_przewalskii,ENSG00000113580_NR3C1,0.001188,0.000001,999
3619,Equus_asinus,ENSG00000113580_NR3C1,0.000000,0.001626,0.0001
3620,Ceratotherium_simum,ENSG00000113580_NR3C1,0.011214,0.023584,0.475473
3621,Vicugna_pacos,ENSG00000113580_NR3C1,0.003418,0.022928,0.149085
3622,Camelus_dromedarius,ENSG00000113580_NR3C1,0.000000,0.003214,0.0001
3623,Camelus_ferus,ENSG00000113580_NR3C1,0.000000,0.001599,0.0001
3624,Camelus_bactrianus,ENSG00000113580_NR3C1,0.000000,0.001596,0.0001
3625,Balaenoptera_acutorostrata,ENSG00000113580_NR3C1,0.000589,0.013244,0.0444682
3626,Physeter_catodon,ENSG00000113580_NR3C1,0.002362,0.018142,0.130212
3627,Lipotes_vexillifer,ENSG00000113580_NR3C1,0.002371,0.017953,0.132057
3628,Delphinapterus_leucas,ENSG00000113580_NR3C1,0.002973,0.007821,0.38017
3629,Tursiops_truncatus,ENSG00000113580_NR3C1,0.000590,0.006543,0.0901984
3630,Orcinus_orca,ENSG00000113580_NR3C1,0.000000,0.003242,0.0001
3631,Bubalus_bubalis,ENSG00000113580_NR3C1,0.001772,0.014881,0.119058
3632,Bos_taurus,ENSG00000113580_NR3C1,0.000000,0.000005,0.0001
3633,Bos_indicus,ENSG00000113580_NR3C1,0.000000,0.001634,0.0001
3634,Bos_mutus,ENSG00000113580_NR3C1,0.000000,0.000005,0.0001
3635,Bison_bison,ENSG00000113580_NR3C1,0.000000,0.001642,0.0001
3636,Capra_hircus,ENSG00000113580_NR3C1,0.002369,0.000002,999
3637,Ovis_aries,ENSG00000113580_NR3C1,0.002373,0.006560,0.361785
3638,Pantholops_hodgsonii,ENSG00000113580_NR3C1,0.002381,0.019759,0.120485
3639,Odocoileus_virginianus,ENSG00000113580_NR3C1,0.004625,0.065044,0.0711
3640,Sus_scrofa,ENSG00000113580_NR3C1,0.027491,0.180357,0.152426
3641,Hipposideros_armiger,ENSG00000113580_NR3C1,0.007924,0.061504,0.128831
3642,Rhinolophus_sinicus,ENSG00000113580_NR3C1,0.014725,0.070096,0.210068
3643,Pteropus_vampyrus,ENSG00000113580_NR3C1,0.001789,0.001626,1.10004
3644,Pteropus_alecto,ENSG00000113580_NR3C1,0.000000,0.000005,0.0001
3645,Rousettus_aegyptiacus,ENSG00000113580_NR3C1,0.017445,0.036702,0.475317
3646,Eptesicus_fuscus,ENSG00000113580_NR3C1,0.007507,0.036461,0.205884
3647,Myotis_brandtii,ENSG00000113580_NR3C1,0.000000,0.003244,0.0001
3648,Myotis_lucifugus,ENSG00000113580_NR3C1,0.003602,0.006501,0.554008
3649,Myotis_davidii,ENSG00000113580_NR3C1,0.011251,0.021721,0.517977
3650,Miniopterus_natalensis,ENSG00000113580_NR3C1,0.020849,0.110291,0.189039
3651,Oryctolagus_cuniculus,ENSG00000113580_NR3C1,0.023269,0.163585,0.142245
3652,Ochotona_princeps,ENSG00000113580_NR3C1,0.030564,0.213532,0.143133
3653,Heterocephalus_glaber,ENSG00000113580_NR3C1,0.009037,0.038533,0.234535
3654,Fukomys_damarensis,ENSG00000113580_NR3C1,0.012882,0.054312,0.23718
3655,Cavia_porcellus,ENSG00000113580_NR3C1,0.030370,0.081913,0.370758
3656,Octodon_degus,ENSG00000113580_NR3C1,0.005036,0.122773,0.0410189
3657,Chinchilla_lanigera,ENSG00000113580_NR3C1,0.012001,0.047179,0.254374
3658,Rattus_norvegicus,ENSG00000113580_NR3C1,0.005297,0.106226,0.0498657
3659,Mus_musculus,ENSG00000113580_NR3C1,0.001794,0.002056,0.872696
3660,Mus_spretus,ENSG00000113580_NR3C1,0.000598,0.014310,0.0418246
3661,Mus_caroli,ENSG00000113580_NR3C1,0.001240,0.022491,0.0551195
3662,Mus_pahari,ENSG00000113580_NR3C1,0.002560,0.044302,0.0577747
3663,Meriones_unguiculatus,ENSG00000113580_NR3C1,0.023110,0.109106,0.211816
3664,Mesocricetus_auratus,ENSG00000113580_NR3C1,0.008391,0.072228,0.116178
3665,Cricetulus_griseus,ENSG00000113580_NR3C1,0.012414,0.032626,0.38049
3666,Microtus_ochrogaster,ENSG00000113580_NR3C1,0.014520,0.148219,0.0979603
3667,Peromyscus_maniculatus,ENSG00000113580_NR3C1,0.012141,0.109610,0.110765
3668,Nannospalax_galili,ENSG00000113580_NR3C1,0.007924,0.103927,0.0762498
3669,Jaculus_jaculus,ENSG00000113580_NR3C1,0.005302,0.114867,0.0461564
3670,Dipodomys_ordii,ENSG00000113580_NR3C1,0.009579,0.187819,0.0510011
3671,Castor_canadensis,ENSG00000113580_NR3C1,0.023573,0.100200,0.235259
3672,Ictidomys_tridecemlineatus,ENSG00000113580_NR3C1,0.009191,0.011270,0.81553
3673,Marmota_marmota,ENSG00000113580_NR3C1,0.006755,0.005296,1.27546
3674,Otolemur_garnettii,ENSG00000113580_NR3C1,0.013891,0.158169,0.0878253
3675,Propithecus_coquereli,ENSG00000113580_NR3C1,0.007752,0.028636,0.270723
3676,Microcebus_murinus,ENSG00000113580_NR3C1,0.009293,0.075311,0.123399
3677,Callithrix_jacchus,ENSG00000113580_NR3C1,0.001774,0.023640,0.0750316
3678,Aotus_nancymaae,ENSG00000113580_NR3C1,0.001775,0.008941,0.198535
3679,Saimiri_boliviensis,ENSG00000113580_NR3C1,0.000593,0.032119,0.0184652
3680,Cebus_capucinus,ENSG00000113580_NR3C1,0.001182,0.017050,0.0693261
3681,Mandrillus_leucophaeus,ENSG00000113580_NR3C1,0.000000,0.003622,0.0001
3682,Cercocebus_atys,ENSG00000113580_NR3C1,0.000000,0.002828,0.0001
3683,Papio_anubis,ENSG00000113580_NR3C1,0.001294,0.006666,0.194131
3684,Macaca_mulatta,ENSG00000113580_NR3C1,0.000000,0.000005,0.0001
3685,Macaca_fascicularis,ENSG00000113580_NR3C1,0.000000,0.001611,0.0001
3686,Macaca_nemestrina,ENSG00000113580_NR3C1,0.000000,0.001614,0.0001
3687,Chlorocebus_sabaeus,ENSG00000113580_NR3C1,0.000591,0.005245,0.112632
3688,Rhinopithecus_roxellana,ENSG00000113580_NR3C1,0.000000,0.000005,0.0001
3689,Rhinopithecus_bieti,ENSG00000113580_NR3C1,0.000000,0.000005,0.0001
3690,Piliocolobus_tephrosceles,ENSG00000113580_NR3C1,0.000589,0.005316,0.110726
3691,Colobus_angolensis,ENSG00000113580_NR3C1,0.001180,0.007643,0.154376
3692,Nomascus_leucogenys,ENSG00000113580_NR3C1,0.000590,0.011837,0.0498558
3693,Gorilla_gorilla,ENSG00000113580_NR3C1,0.000000,0.001611,0.0001
3694,Pan_troglodytes,ENSG00000113580_NR3C1,0.001180,0.000001,999
3695,Pan_paniscus,ENSG00000113580_NR3C1,0.000000,0.001610,0.0001
3696,Homo_sapiens,ENSG00000113580_NR3C1,0.001181,0.001609,0.733645
3697,Pongo_abelii,ENSG00000113580_NR3C1,0.001774,0.007017,0.252781
3698,Carlito_syrichta,ENSG00000113580_NR3C1,0.022340,0.116993,0.190951
3699,Galeopterus_variegatus,ENSG00000113580_NR3C1,0.026382,0.085258,0.309439
3700,Tupaia_belangeri,ENSG00000113580_NR3C1,0.027733,0.160202,0.173112
3701,Dasypus_novemcinctus,ENSG00000113580_NR3C1,0.021478,0.061422,0.349678
3702,Choloepus_hoffmanni,ENSG00000113580_NR3C1,0.013901,0.061573,0.22576
3703,Trichechus_manatus,ENSG00000113580_NR3C1,0.018200,0.045905,0.396481
3704,Loxodonta_africana,ENSG00000113580_NR3C1,0.014785,0.085459,0.173012
3705,Echinops_telfairi,ENSG00000113580_NR3C1,0.026894,0.196012,0.137205
3706,Chrysochloris_asiatica,ENSG00000113580_NR3C1,0.018956,0.079116,0.239595
3707,Elephantulus_edwardii,ENSG00000113580_NR3C1,0.026537,0.118943,0.223105
3708,Orycteropus_afer,ENSG00000113580_NR3C1,0.009987,0.081153,0.12306
3709,Ornithorhynchus_anatinus,ENSG00000113580_NR3C1,0.040968,0.464996,0.0881038
3710,Monodelphis_domestica,ENSG00000114739_ACVR2B,0.004055,0.039733,0.102061
3711,Sarcophilus_harrisii,ENSG00000114739_ACVR2B,0.000016,0.156052,0.0001
3712,Phascolarctos_cinereus,ENSG00000114739_ACVR2B,0.003013,0.107055,0.0281454
3713,Erinaceus_europaeus,ENSG00000114739_ACVR2B,0.005628,0.340474,0.0165311
3714,Condylura_cristata,ENSG00000114739_ACVR2B,0.001571,0.190542,0.00824646
3715,Panthera_tigris,ENSG00000114739_ACVR2B,0.000001,0.006502,0.0001
3716,Panthera_pardus,ENSG00000114739_ACVR2B,0.001005,0.006027,0.16668
3717,Felis_catus,ENSG00000114739_ACVR2B,0.000002,0.015817,0.0001
3718,Acinonyx_jubatus,ENSG00000114739_ACVR2B,0.001717,0.028956,0.0593045
3719,Enhydra_lutris,ENSG00000114739_ACVR2B,0.000006,0.064955,0.0001
3720,Mustela_putorius,ENSG00000114739_ACVR2B,0.001797,0.051593,0.0348344
3721,Odobenus_rosmarus,ENSG00000114739_ACVR2B,0.000003,0.030612,0.0001
3722,Leptonychotes_weddellii,ENSG00000114739_ACVR2B,0.000002,0.021330,0.0001
3723,Ailuropoda_melanoleuca,ENSG00000114739_ACVR2B,0.000004,0.039415,0.0001
3724,Ursus_maritimus,ENSG00000114739_ACVR2B,0.004491,0.023441,0.191593
3725,Manis_javanica,ENSG00000114739_ACVR2B,0.010564,0.251494,0.0420032
3726,Equus_caballus,ENSG00000114739_ACVR2B,0.000869,0.003022,0.287473
3727,Equus_przewalskii,ENSG00000114739_ACVR2B,0.004474,0.011910,0.375662
3728,Equus_asinus,ENSG00000114739_ACVR2B,0.000001,0.006341,0.0001
3729,Ceratotherium_simum,ENSG00000114739_ACVR2B,0.000853,0.073451,0.0116108
3730,Camelus_dromedarius,ENSG00000114739_ACVR2B,0.002262,0.088092,0.0256765
3731,Balaenoptera_acutorostrata,ENSG00000114739_ACVR2B,0.000002,0.020895,0.0001
3732,Physeter_catodon,ENSG00000114739_ACVR2B,0.000003,0.029571,0.0001
3733,Lipotes_vexillifer,ENSG00000114739_ACVR2B,0.000003,0.025655,0.0001
3734,Delphinapterus_leucas,ENSG00000114739_ACVR2B,0.000001,0.014422,0.0001
3735,Tursiops_truncatus,ENSG00000114739_ACVR2B,0.001703,0.003139,0.542687
3736,Orcinus_orca,ENSG00000114739_ACVR2B,0.000000,0.003141,0.0001
3737,Bubalus_bubalis,ENSG00000114739_ACVR2B,0.000002,0.021045,0.0001
3738,Bos_taurus,ENSG00000114739_ACVR2B,0.001613,0.000002,999
3739,Bos_indicus,ENSG00000114739_ACVR2B,0.000000,0.000006,0.0001
3740,Bos_mutus,ENSG00000114739_ACVR2B,0.000001,0.013187,0.0001
3741,Bison_bison,ENSG00000114739_ACVR2B,0.000001,0.007532,0.0001
3742,Capra_hircus,ENSG00000114739_ACVR2B,0.002274,0.029502,0.0770801
3743,Ovis_aries,ENSG00000114739_ACVR2B,0.000003,0.032502,0.0001
3744,Pantholops_hodgsonii,ENSG00000114739_ACVR2B,0.003324,0.042950,0.0773926
3745,Sus_scrofa,ENSG00000114739_ACVR2B,0.000018,0.181620,0.0001
3746,Hipposideros_armiger,ENSG00000114739_ACVR2B,0.001863,0.114287,0.0163008
3747,Rhinolophus_sinicus,ENSG00000114739_ACVR2B,0.000012,0.118060,0.0001
3748,Pteropus_vampyrus,ENSG00000114739_ACVR2B,0.000842,0.041624,0.0202268
3749,Rousettus_aegyptiacus,ENSG00000114739_ACVR2B,0.000006,0.057274,0.0001
3750,Eptesicus_fuscus,ENSG00000114739_ACVR2B,0.001622,0.053254,0.0304585
3751,Myotis_brandtii,ENSG00000114739_ACVR2B,0.002937,0.024454,0.120119
3752,Myotis_lucifugus,ENSG00000114739_ACVR2B,0.003501,0.032470,0.107828
3753,Miniopterus_natalensis,ENSG00000114739_ACVR2B,0.000011,0.110546,0.0001
3754,Ochotona_princeps,ENSG00000114739_ACVR2B,0.007065,0.580854,0.0121631
3755,Heterocephalus_glaber,ENSG00000114739_ACVR2B,0.002713,0.056365,0.0481305
3756,Fukomys_damarensis,ENSG00000114739_ACVR2B,0.002286,0.093522,0.0244425
3757,Cavia_porcellus,ENSG00000114739_ACVR2B,0.000001,0.010310,0.0001
3758,Cavia_aperea,ENSG00000114739_ACVR2B,0.000000,0.000006,0.0001
3759,Octodon_degus,ENSG00000114739_ACVR2B,0.001079,0.103651,0.0104098
3760,Chinchilla_lanigera,ENSG00000114739_ACVR2B,0.002473,0.074569,0.0331613
3761,Rattus_norvegicus,ENSG00000114739_ACVR2B,0.001746,0.095826,0.0182217
3762,Mus_musculus,ENSG00000114739_ACVR2B,0.000003,0.032607,0.0001
3763,Mus_spretus,ENSG00000114739_ACVR2B,0.000870,0.016952,0.051326
3764,Mus_caroli,ENSG00000114739_ACVR2B,0.000002,0.024233,0.0001
3765,Mus_pahari,ENSG00000114739_ACVR2B,0.000866,0.060824,0.014237
3766,Meriones_unguiculatus,ENSG00000114739_ACVR2B,0.001729,0.185933,0.00929804
3767,Mesocricetus_auratus,ENSG00000114739_ACVR2B,0.003411,0.124724,0.0273516
3768,Cricetulus_griseus,ENSG00000114739_ACVR2B,0.003895,0.089774,0.0433854
3769,Microtus_ochrogaster,ENSG00000114739_ACVR2B,0.000869,0.124980,0.00695458
3770,Peromyscus_maniculatus,ENSG00000114739_ACVR2B,0.004159,0.168982,0.0246131
3771,Nannospalax_galili,ENSG00000114739_ACVR2B,0.003549,0.162218,0.0218795
3772,Jaculus_jaculus,ENSG00000114739_ACVR2B,0.002554,0.275120,0.00928292
3773,Castor_canadensis,ENSG00000114739_ACVR2B,0.003632,0.172770,0.0210201
3774,Ictidomys_tridecemlineatus,ENSG00000114739_ACVR2B,0.000001,0.014679,0.000100464
3775,Marmota_marmota,ENSG00000114739_ACVR2B,0.000001,0.009291,0.0001
3776,Otolemur_garnettii,ENSG00000114739_ACVR2B,0.000012,0.115175,0.0001
3777,Propithecus_coquereli,ENSG00000114739_ACVR2B,0.000898,0.126777,0.00708634
3778,Callithrix_jacchus,ENSG00000114739_ACVR2B,0.008111,0.051763,0.156698
3779,Aotus_nancymaae,ENSG00000114739_ACVR2B,0.000004,0.036157,0.0001
3780,Saimiri_boliviensis,ENSG00000114739_ACVR2B,0.004724,0.060786,0.0777164
3781,Cebus_capucinus,ENSG00000114739_ACVR2B,0.000005,0.047596,0.0001
3782,Mandrillus_leucophaeus,ENSG00000114739_ACVR2B,0.003553,0.024089,0.147485
3783,Cercocebus_atys,ENSG00000114739_ACVR2B,0.000000,0.003424,0.0001
3784,Papio_anubis,ENSG00000114739_ACVR2B,0.000001,0.012514,0.0001
3785,Macaca_mulatta,ENSG00000114739_ACVR2B,0.003541,0.012192,0.290428
3786,Macaca_fascicularis,ENSG00000114739_ACVR2B,0.000002,0.000000,9.38405
3787,Macaca_nemestrina,ENSG00000114739_ACVR2B,0.000000,0.000006,0.0001
3788,Chlorocebus_sabaeus,ENSG00000114739_ACVR2B,0.000000,0.004122,0.0001
3789,Rhinopithecus_roxellana,ENSG00000114739_ACVR2B,0.004461,0.018390,0.242576
3790,Rhinopithecus_bieti,ENSG00000114739_ACVR2B,0.000001,0.005846,0.0001
3791,Piliocolobus_tephrosceles,ENSG00000114739_ACVR2B,0.000001,0.014511,0.0001
3792,Colobus_angolensis,ENSG00000114739_ACVR2B,0.003548,0.030433,0.116599
3793,Nomascus_leucogenys,ENSG00000114739_ACVR2B,0.000002,0.022782,0.0001
3794,Gorilla_gorilla,ENSG00000114739_ACVR2B,0.003549,0.018255,0.194428
3795,Pan_troglodytes,ENSG00000114739_ACVR2B,0.000002,0.000000,14.5722
3796,Pan_paniscus,ENSG00000114739_ACVR2B,0.000002,0.000000,14.2675
3797,Homo_sapiens,ENSG00000114739_ACVR2B,0.000001,0.005946,0.0001
3798,Pongo_abelii,ENSG00000114739_ACVR2B,0.000002,0.015120,0.0001
3799,Carlito_syrichta,ENSG00000114739_ACVR2B,0.002643,0.220932,0.0119623
3800,Galeopterus_variegatus,ENSG00000114739_ACVR2B,0.001760,0.150190,0.011716
3801,Tupaia_belangeri,ENSG00000114739_ACVR2B,0.007910,0.361434,0.0218842
3802,Dasypus_novemcinctus,ENSG00000114739_ACVR2B,0.008712,0.457865,0.0190278
3803,Choloepus_hoffmanni,ENSG00000114739_ACVR2B,0.022530,0.159096,0.141611
3804,Procavia_capensis,ENSG00000114739_ACVR2B,0.010747,0.420137,0.0255807
3805,Loxodonta_africana,ENSG00000114739_ACVR2B,0.002549,0.188070,0.0135517
3806,Echinops_telfairi,ENSG00000114739_ACVR2B,0.013134,0.460760,0.0285045
3807,Chrysochloris_asiatica,ENSG00000114739_ACVR2B,0.000853,0.140653,0.0060671
3808,Orycteropus_afer,ENSG00000114739_ACVR2B,0.000018,0.177749,0.0001
3809,Monodelphis_domestica,ENSG00000114859_CLCN2,0.012478,0.262075,0.047614
3810,Sarcophilus_harrisii,ENSG00000114859_CLCN2,0.006868,0.201305,0.0341176
3811,Phascolarctos_cinereus,ENSG00000114859_CLCN2,0.006782,0.235052,0.0288534
3812,Sorex_araneus,ENSG00000114859_CLCN2,0.017242,0.677333,0.0254564
3813,Condylura_cristata,ENSG00000114859_CLCN2,0.008343,0.125397,0.0665334
3814,Panthera_tigris,ENSG00000114859_CLCN2,0.000524,0.001489,0.351859
3815,Panthera_pardus,ENSG00000114859_CLCN2,0.000000,0.001490,0.0001
3816,Felis_catus,ENSG00000114859_CLCN2,0.000434,0.004466,0.0971768
3817,Acinonyx_jubatus,ENSG00000114859_CLCN2,0.002627,0.005958,0.44096
3818,Enhydra_lutris,ENSG00000114859_CLCN2,0.001008,0.031285,0.0322189
3819,Mustela_putorius,ENSG00000114859_CLCN2,0.001006,0.040070,0.0251168
3820,Odobenus_rosmarus,ENSG00000114859_CLCN2,0.003701,0.103008,0.0359301
3821,Ailuropoda_melanoleuca,ENSG00000114859_CLCN2,0.002030,0.027945,0.0726297
3822,Ursus_maritimus,ENSG00000114859_CLCN2,0.003213,0.037739,0.0851393
3823,Manis_javanica,ENSG00000114859_CLCN2,0.012747,0.150940,0.0844535
3824,Equus_caballus,ENSG00000114859_CLCN2,0.000002,0.000001,2.06852
3825,Equus_przewalskii,ENSG00000114859_CLCN2,0.000504,0.000001,999
3826,Equus_asinus,ENSG00000114859_CLCN2,0.001547,0.004269,0.362347
3827,Ceratotherium_simum,ENSG00000114859_CLCN2,0.009253,0.081557,0.113456
3828,Vicugna_pacos,ENSG00000114859_CLCN2,0.001045,0.021331,0.0489665
3829,Camelus_dromedarius,ENSG00000114859_CLCN2,0.000509,0.007580,0.0671586
3830,Camelus_ferus,ENSG00000114859_CLCN2,0.000518,0.001499,0.345539
3831,Camelus_bactrianus,ENSG00000114859_CLCN2,0.000000,0.001485,0.0001
3832,Balaenoptera_acutorostrata,ENSG00000114859_CLCN2,0.000505,0.021171,0.0238346
3833,Physeter_catodon,ENSG00000114859_CLCN2,0.000995,0.030769,0.0323533
3834,Lipotes_vexillifer,ENSG00000114859_CLCN2,0.000498,0.019630,0.0253591
3835,Delphinapterus_leucas,ENSG00000114859_CLCN2,0.002487,0.019464,0.127756
3836,Tursiops_truncatus,ENSG00000114859_CLCN2,0.000000,0.004606,0.0001
3837,Orcinus_orca,ENSG00000114859_CLCN2,0.000000,0.002969,0.0001
3838,Bubalus_bubalis,ENSG00000114859_CLCN2,0.001547,0.018511,0.0835927
3839,Bos_taurus,ENSG00000114859_CLCN2,0.002009,0.002624,0.765544
3840,Bos_indicus,ENSG00000114859_CLCN2,0.000000,0.002950,0.0001
3841,Bos_mutus,ENSG00000114859_CLCN2,0.000502,0.007395,0.0678826
3842,Bison_bison,ENSG00000114859_CLCN2,0.000000,0.004410,0.0001
3843,Capra_hircus,ENSG00000114859_CLCN2,0.000499,0.009685,0.0515628
3844,Ovis_aries,ENSG00000114859_CLCN2,0.002135,0.010941,0.195128
3845,Pantholops_hodgsonii,ENSG00000114859_CLCN2,0.002034,0.018709,0.108738
3846,Odocoileus_virginianus,ENSG00000114859_CLCN2,0.004990,0.048015,0.103927
3847,Sus_scrofa,ENSG00000114859_CLCN2,0.005633,0.121245,0.0464627
3848,Hipposideros_armiger,ENSG00000114859_CLCN2,0.003494,0.053815,0.0649184
3849,Rhinolophus_sinicus,ENSG00000114859_CLCN2,0.002585,0.090004,0.0287158
3850,Pteropus_vampyrus,ENSG00000114859_CLCN2,0.000519,0.008086,0.0642387
3851,Pteropus_alecto,ENSG00000114859_CLCN2,0.001040,0.004819,0.215754
3852,Rousettus_aegyptiacus,ENSG00000114859_CLCN2,0.003756,0.041288,0.0909606
3853,Eptesicus_fuscus,ENSG00000114859_CLCN2,0.001564,0.056873,0.0274967
3854,Myotis_brandtii,ENSG00000114859_CLCN2,0.001028,0.008092,0.127016
3855,Myotis_lucifugus,ENSG00000114859_CLCN2,0.001798,0.010338,0.173925
3856,Myotis_davidii,ENSG00000114859_CLCN2,0.001551,0.028026,0.0553248
3857,Miniopterus_natalensis,ENSG00000114859_CLCN2,0.003753,0.071397,0.0525677
3858,Oryctolagus_cuniculus,ENSG00000114859_CLCN2,0.004602,0.191740,0.0240011
3859,Ochotona_princeps,ENSG00000114859_CLCN2,0.007594,0.230941,0.0328831
3860,Heterocephalus_glaber,ENSG00000114859_CLCN2,0.006401,0.107317,0.0596474
3861,Fukomys_damarensis,ENSG00000114859_CLCN2,0.005733,0.084996,0.0674554
3862,Cavia_porcellus,ENSG00000114859_CLCN2,0.002039,0.008199,0.248698
3863,Cavia_aperea,ENSG00000114859_CLCN2,0.000896,0.001150,0.778712
3864,Octodon_degus,ENSG00000114859_CLCN2,0.003680,0.118206,0.0311308
3865,Chinchilla_lanigera,ENSG00000114859_CLCN2,0.004824,0.121794,0.0396046
3866,Mus_musculus,ENSG00000114859_CLCN2,0.000526,0.007937,0.066275
3867,Mus_spretus,ENSG00000114859_CLCN2,0.001052,0.009262,0.113632
3868,Mus_caroli,ENSG00000114859_CLCN2,0.000002,0.015413,0.0001
3869,Mus_pahari,ENSG00000114859_CLCN2,0.000522,0.053631,0.00973074
3870,Meriones_unguiculatus,ENSG00000114859_CLCN2,0.003778,0.129986,0.0290678
3871,Mesocricetus_auratus,ENSG00000114859_CLCN2,0.001050,0.084524,0.0124237
3872,Cricetulus_griseus,ENSG00000114859_CLCN2,0.001063,0.055006,0.0193185
3873,Microtus_ochrogaster,ENSG00000114859_CLCN2,0.010095,0.107159,0.094205
3874,Peromyscus_maniculatus,ENSG00000114859_CLCN2,0.002065,0.157496,0.0131123
3875,Nannospalax_galili,ENSG00000114859_CLCN2,0.010290,0.116761,0.088132
3876,Jaculus_jaculus,ENSG00000114859_CLCN2,0.007266,0.202008,0.0359702
3877,Dipodomys_ordii,ENSG00000114859_CLCN2,0.005458,0.203970,0.0267565
3878,Castor_canadensis,ENSG00000114859_CLCN2,0.015075,0.125119,0.120485
3879,Ictidomys_tridecemlineatus,ENSG00000114859_CLCN2,0.003165,0.025309,0.125055
3880,Marmota_marmota,ENSG00000114859_CLCN2,0.002619,0.009278,0.282262
3881,Otolemur_garnettii,ENSG00000114859_CLCN2,0.006760,0.126156,0.0535873
3882,Propithecus_coquereli,ENSG00000114859_CLCN2,0.005118,0.091739,0.0557879
3883,Callithrix_jacchus,ENSG00000114859_CLCN2,0.001531,0.055241,0.0277194
3884,Aotus_nancymaae,ENSG00000114859_CLCN2,0.005151,0.022466,0.229276
3885,Saimiri_boliviensis,ENSG00000114859_CLCN2,0.000003,0.030478,0.0001
3886,Cebus_capucinus,ENSG00000114859_CLCN2,0.001504,0.027302,0.0550722
3887,Mandrillus_leucophaeus,ENSG00000114859_CLCN2,0.000514,0.010170,0.0505009
3888,Cercocebus_atys,ENSG00000114859_CLCN2,0.000002,0.000001,2.29592
3889,Papio_anubis,ENSG00000114859_CLCN2,0.000000,0.002887,0.0001
3890,Macaca_mulatta,ENSG00000114859_CLCN2,0.000002,0.000001,2.14481
3891,Macaca_fascicularis,ENSG00000114859_CLCN2,0.000000,0.002885,0.0001
3892,Macaca_nemestrina,ENSG00000114859_CLCN2,0.000000,0.001442,0.0001
3893,Chlorocebus_sabaeus,ENSG00000114859_CLCN2,0.001029,0.010499,0.0979758
3894,Rhinopithecus_roxellana,ENSG00000114859_CLCN2,0.000511,0.002898,0.17648
3895,Rhinopithecus_bieti,ENSG00000114859_CLCN2,0.000001,0.000001,1.60366
3896,Piliocolobus_tephrosceles,ENSG00000114859_CLCN2,0.001025,0.005694,0.180008
3897,Colobus_angolensis,ENSG00000114859_CLCN2,0.001538,0.011507,0.133682
3898,Nomascus_leucogenys,ENSG00000114859_CLCN2,0.000207,0.027913,0.00741481
3899,Gorilla_gorilla,ENSG00000114859_CLCN2,0.001582,0.004470,0.35396
3900,Pan_troglodytes,ENSG00000114859_CLCN2,0.000510,0.000001,999
3901,Pan_paniscus,ENSG00000114859_CLCN2,0.003161,0.001478,2.13848
3902,Homo_sapiens,ENSG00000114859_CLCN2,0.001019,0.002939,0.346773
3903,Pongo_abelii,ENSG00000114859_CLCN2,0.004094,0.022836,0.179259
3904,Carlito_syrichta,ENSG00000114859_CLCN2,0.006342,0.127080,0.049904
3905,Galeopterus_variegatus,ENSG00000114859_CLCN2,0.008912,0.130430,0.0683243
3906,Tupaia_belangeri,ENSG00000114859_CLCN2,0.014920,0.336684,0.0443145
3907,Dasypus_novemcinctus,ENSG00000114859_CLCN2,0.008540,0.230265,0.0370895
3908,Trichechus_manatus,ENSG00000114859_CLCN2,0.011749,0.116064,0.101232
3909,Procavia_capensis,ENSG00000114859_CLCN2,0.020455,0.301545,0.0678338
3910,Loxodonta_africana,ENSG00000114859_CLCN2,0.008493,0.118861,0.0714511
3911,Echinops_telfairi,ENSG00000114859_CLCN2,0.023995,0.326608,0.0734672
3912,Chrysochloris_asiatica,ENSG00000114859_CLCN2,0.004018,0.151582,0.0265069
3913,Elephantulus_edwardii,ENSG00000114859_CLCN2,0.017676,0.229893,0.0768869
3914,Orycteropus_afer,ENSG00000114859_CLCN2,0.007255,0.144833,0.0500931
3915,Monodelphis_domestica,ENSG00000115204_MPV17,0.035790,0.119523,0.299439
3916,Phascolarctos_cinereus,ENSG00000115204_MPV17,0.051349,0.033506,1.53255
3917,Erinaceus_europaeus,ENSG00000115204_MPV17,0.098856,0.199124,0.496453
3918,Sorex_araneus,ENSG00000115204_MPV17,0.035477,0.556201,0.0637845
3919,Condylura_cristata,ENSG00000115204_MPV17,0.070577,0.136993,0.515187
3920,Panthera_tigris,ENSG00000115204_MPV17,0.000002,0.000001,2.11189
3921,Panthera_pardus,ENSG00000115204_MPV17,0.000001,0.006236,0.0001
3922,Felis_catus,ENSG00000115204_MPV17,0.154827,0.330671,0.46822
3923,Acinonyx_jubatus,ENSG00000115204_MPV17,0.002996,0.000003,999
3924,Enhydra_lutris,ENSG00000115204_MPV17,0.034583,0.061867,0.558987
3925,Odobenus_rosmarus,ENSG00000115204_MPV17,0.002794,0.017747,0.157459
3926,Leptonychotes_weddellii,ENSG00000115204_MPV17,0.008364,0.020599,0.406024
3927,Ailuropoda_melanoleuca,ENSG00000115204_MPV17,0.019679,0.015184,1.29602
3928,Ursus_maritimus,ENSG00000115204_MPV17,0.000001,0.006985,0.0001
3929,Manis_javanica,ENSG00000115204_MPV17,0.014240,0.100250,0.142048
3930,Equus_caballus,ENSG00000115204_MPV17,0.000002,0.000001,2.46165
3931,Equus_przewalskii,ENSG00000115204_MPV17,0.000002,0.000001,2.06311
3932,Equus_asinus,ENSG00000115204_MPV17,0.000001,0.006178,0.0001
3933,Ceratotherium_simum,ENSG00000115204_MPV17,0.006839,0.026112,0.261892
